Title,Name,Desc,Attribute 
gang boss,GangBoss49,"To survive, [PAWN_nameDef]'s gang often had to rob trade ships for food and supplies. Sometimes [PAWN_pronoun] had to kill the guards. Sometimes [PAWN_pronoun] had to kill the police who arrived to stop him.

After years of this, [PAWN_pronoun] became one of the most-wanted criminals in the local empire.",Construction+4	Shooting+8	Melee+6	Social-3	Medicine+3	
lost marine,LostMarine81,"Shortly after being promoted to a respected position in [PAWN_possessive] planet's military, [PAWN_nameDef] disappeared without a trace.

Later, [PAWN_pronoun] reappeared at the head of [PAWN_possessive] own military force. No one knows why [PAWN_pronoun] became who [PAWN_pronoun] was.",Shooting+7	Melee+5	Medicine+2	Crafting+6	
healer,Healer35,"[PAWN_nameDef] took the time to admire the beauty of the world. 

[PAWN_possessive] passive-aggressiveness surfaced once in a while, but [PAWN_pronoun] tried to adapt to [PAWN_possessive] changing life.",Plants+5	Medicine+7	
toaster repairman,ToasterRepairman22,"Good with [PAWN_possessive] hands and passionate about technology, [PAWN_nameDef] aspired to invent gadgets and machines that would change [PAWN_possessive] home world forever.

A few failed and occasionally disastrous creations later, [PAWN_pronoun] gave up on [PAWN_possessive] dream and took a job more befitting [PAWN_possessive] skill set.",Construction+7	Mining-3	Crafting+6	
archotech spy,ArchotechSpy75,"[PAWN_nameDef] was a cybernetic researcher. Studying a transcended world, [PAWN_pronoun] became too involved with [PAWN_possessive] subjects. Over time, the archotech recruited [PAWN_objective] into its service, and used [PAWN_objective] as a spy.

When [PAWN_pronoun] later rebelled against [PAWN_possessive] inhuman master, it sent mechanoids across space to hunt [PAWN_objective] down.",Construction+4	Intellectual+4	Shooting+8	Melee+2	Cooking-2	Crafting+2	
behaviour research,BehaviourResearch74,"Captured as a feral child, [PAWN_nameDef] was forced into the ways of modern society. [PAWN_pronoun] quickly adapted and became a behavioural researcher, eventually owning a private facility.

[PAWN_pronoun] specialized in canines, but learned a great deal about all animals. [PAWN_pronoun] never had interest in plants, however.",Plants-3	Intellectual+8	Melee+1	Social+2	Cooking-2	Medicine+6	
political activist,PoliticalActivist20,"[PAWN_nameDef] was involved with a radical political faction which worked against [PAWN_possessive] homeworld's government.

The guerilla tactics training that [PAWN_nameDef] received from [PAWN_possessive] associates gave [PAWN_objective] the skills to fight, but also drove [PAWN_objective] to compromise [PAWN_possessive] own beliefs.",Intellectual+2	Shooting+5	Melee+3	Medicine+2	
flaneur,Flaneur30,"[PAWN_nameDef] strolled and sipped [PAWN_possessive] way through the streets and cafes of [PAWN_possessive] world, pursuing freedom at every turn, never becoming attached.

Through all this time, [PAWN_pronoun] remained distrustful of others. And never took an order from anyone.",Intellectual+3	Social+6	Cooking+3	Artistic+3	
chief engineer,ChiefEngineer62,"As chief engineer on board a large spaceship, [PAWN_nameDef] was an expert in all things fiddly and complex.

[PAWN_pronoun] relied on other members of the crew for some of the basic necessities of life. [PAWN_pronoun] and [PAWN_possessive] ship eventually disappeared into a longsleep voyage of exploration.",Construction+3	Intellectual+3	Mining+2	Social-2	Crafting+3	
reptile researcher,ReptileResearcher37,"After leaving [PAWN_possessive] parents' vineyard, [PAWN_nameDef] traveled across much of known space, and learned many skills along the way.

[PAWN_pronoun] spent most of [PAWN_possessive] time researching and interacting with reptile species. [PAWN_pronoun] was renowned for making several breakthroughs, and for discovering the ""Thorny Devil"".",Intellectual+7	Cooking+2	Medicine+3	Artistic+3	Crafting+2	
blacksmith shooter,BlacksmithShooter21,"As a young blacksmith, [PAWN_nameDef]'s family shop was raided by the police. [PAWN_pronoun] shot two officers before they knocked [PAWN_objective] out and arrested him.

Sentenced to life in prison, [PAWN_nameDef] learned about traveling and raiding from other criminals.",Construction+3	Shooting+5	Crafting+3	
addiction counsel,AddictionCounsel60,"After recovering from a joywire addiction, [PAWN_nameDef] adopted a non-violent way of life and vowed to help others.

Travelling between communities, [PAWN_pronoun] used medicine, arts, and crafts to aid others who struggled with their own addictions.",Social+8	Medicine+3	Artistic+3	Crafting+3	
bloodgame survivor,BloodgameSurvivor6,"[PAWN_nameDef] was sold to the Corestars Entertainment Company and used as meat in one of the company's system-wide broadcast shows.
 
[PAWN_possessive] manipulative nature made [PAWN_objective] quite a nightmare, even to the audience. [PAWN_pronoun] was kicked out and exiled to a planet full of deadly animals, criminals and armed camera-drones.",Construction+2	Melee+7	Social+6	
voidspace raider,VoidspaceRaider94,"After years of seeking the assassin that broke up [PAWN_possessive] family, [PAWN_nameDef] was offered a place with a group of space-faring raiders. [PAWN_pronoun] accepted, hoping to find the killer [PAWN_pronoun] sought.

Due to [PAWN_possessive] seemingly-unending ability to narrowly escape danger, [PAWN_pronoun] earned the nickname 'Blackjack' in recognition of [PAWN_possessive] luck.",Mining+2	Shooting+4	Melee+2	Medicine+2	Crafting+3	
vagabond,Vagabond73,"[PAWN_nameDef] awoke on a dangerous planet with no resources and few survival skills. [PAWN_pronoun] bounced between camps, doing whatever work needed to be done, just to see the sun rise once more.",Construction+4	Shooting+3	Cooking-2	Crafting+4	Animals+4	
machine fixer,MachineFixer31,"[PAWN_nameDef] was adept at dealing with mechanical problems, as long as the problem didn't involve the kitchen.

After a life spent around dangerous machinery and flammable chemicals, [PAWN_pronoun] learned how to patch [PAWN_objective]self up pretty well. Despite the pain, [PAWN_pronoun] never learned to dislike fire.",Construction+5	Medicine+5	Crafting+3	
space merchant,SpaceMerchant97,"As part of a freelance interplanetary lifestyle, [PAWN_nameDef] sought to dominate [PAWN_possessive] romantic interests as much as [PAWN_possessive] business adversaries. When [PAWN_pronoun] didn't have [PAWN_possessive] own ship to fly, [PAWN_pronoun] worked charter ships for hire.",Construction+4	Shooting+2	Social+5	Crafting+2	
beast slayer,BeastSlayer67,"[PAWN_nameDef] traveled between planets, following news of animal attacks. [PAWN_pronoun] would camp on the planet for weeks, learning about [PAWN_possessive] prey before striking. [PAWN_pronoun] most enjoyed hunting thrumbos.

Preferring to work alone, [PAWN_nameDef] enjoyed the thrill of the hunt, and the meat from the kill.",Plants+2	Shooting+4	Melee+4	Cooking+3	
drug lieutenant,DrugLieutenant98,"[PAWN_nameDef] worked the drug trade under kingpin Grady Loughman. [PAWN_pronoun] had [PAWN_possessive] men sell drugs when it was profitable, and fight the other cartels when the government came around.

[PAWN_possessive] social skills kept [PAWN_objective] on top of the political game, and [PAWN_pronoun] always had servants to cook and clean.",Plants+4	Social+7	Medicine+7	
urbworld enforcer,UrbworldEnforcer11,"[PAWN_nameDef] was an enforcer of law on an ancient urbworld.

[PAWN_pronoun] dealt with the worst of humanity, from protecting greedy urbworld nobility in their spire palaces to rooting out cannibal cults in the deepest reaches of the underground hive.",Shooting+7	Melee+4	Social+3	Medicine+2	
tool mechanic,ToolMechanic77,"[PAWN_nameDef] was a famous tool mechanic on a dusty rimworld.

After [PAWN_possessive] firm closed due to scandal, [PAWN_pronoun] joined a tribe to survive, crafting fine knives and hammers, traveling, and dealing [PAWN_possessive] wares between settlements.",Construction+5	Artistic+2	Crafting+8	
craft shaper,CraftShaper37,"[PAWN_nameDef] locked [PAWN_objective]self in [PAWN_possessive] studio for years, ordering delivery food to save time on cooking.

Eventually, [PAWN_possessive] creations brought [PAWN_objective] the highest honor on Semantic World: Permission to materialize any design in minutes using the most advanced technologies.",Construction+4	Social-3	Artistic+5	Crafting+8	
mercenary leader,MercenaryLeader28,"Alone, [PAWN_nameDef] set out to rebuild [PAWN_possessive] father's life's work. [PAWN_pronoun] challenged the leader of a small band of mercenaries and took control, then led the band as they hijacked trade ships and stole valuable cargo.

[PAWN_possessive] men mutinied. [PAWN_pronoun] was abandoned, arrested, and sentenced to death.",Shooting+4	Melee+4	Social+4	
special forces,SpecialForces13,"Give me a reason to kill - a good reason!

[PAWN_nameDef] was a soldier and a skilled one - so skilled that [PAWN_pronoun] entered the special forces to battle militants and xenohuman raiders. [PAWN_pronoun] never imagined [PAWN_objective]self as lone hero, but [PAWN_pronoun] played [PAWN_possessive] part in the group well.",Shooting+7	Melee+6	Social+2	
dromedary knight,DromedaryKnight37,"Having caught the eye of [PAWN_possessive] people's Sand King, [PAWN_nameDef] was trained in the Sandy Boomrat fighting technique.

Always with a camel to carry [PAWN_possessive] things, [PAWN_pronoun] served [PAWN_possessive] sand people faithfully.",Shooting-3	Melee+4	Social+4	Animals+4	
battle mechanic,BattleMechanic27,"[PAWN_nameDef] was a tech-obsessed mercenary in an early fusion-era system.

[PAWN_pronoun] was unusually obsessed with gathering the right gear, and often customized [PAWN_possessive] own equipment with original modifications.",Shooting+5	Melee+3	Crafting+4	
discharged soldier,DischargedSoldier53,"[PAWN_nameDef] prostituted [PAWN_objective]self to fund [PAWN_possessive] drug habits. As an escape, [PAWN_pronoun] joined the military and learned to fight.

Too smart for the army, [PAWN_pronoun] questioned and often disagreed with [PAWN_possessive] superiors' decisions. This eventually led to [PAWN_possessive] dishonorable discharge and left [PAWN_objective] with a chip on [PAWN_possessive] shoulder.",Shooting+6	Melee+4	Cooking+2	
chemist,Chemist73,"[PAWN_nameDef] was a research chemist. [PAWN_pronoun] worked with chemicals, from pharmaceuticals to explosives, to develop new substances and treatments.",Intellectual+6	Social+2	Medicine+4	
super soldier,SuperSoldier95,"Product of a super-soldier program run by a now-deposed government, [PAWN_nameDef] was lost. [PAWN_pronoun] survived the final suicide attack on the enemy mothership. What now?

For the first time in [PAWN_possessive] life, [PAWN_pronoun] had no orders, no objectives. [PAWN_pronoun] rose from wreckage and strove towards uncertainty, towards freedom.",Shooting+8	Melee+7	Crafting-3	
corporate builder,CorporateBuilder58,"Even as [PAWN_pronoun] stewed in [PAWN_possessive] own wasted potential, [PAWN_nameDef] found [PAWN_pronoun] had a knack for moving objects quickly. It was just what the planetary mega-corps wanted in their construction divisions.

Unfortunately, the monotonous work erased [PAWN_possessive] remaining creative impulses.",Construction+7	Mining+4	
mechanics engineer,MechanicsEngineer64,"[PAWN_nameDef] loved solving problems and, with [PAWN_possessive] steady hands and a reputation for quality work, earned a job as a mechanical engineer. [PAWN_pronoun] built and redesigned devices of all shapes and sizes.

Eventually, [PAWN_pronoun] was able to pick and choose [PAWN_possessive] corporate clients. [PAWN_pronoun] made several wealthy friends, as well as a few powerful enemies.",Construction+5	Plants-2	Intellectual+2	Crafting+6	
plague doctor,PlagueDoctor31,"[PAWN_nameDef] provided medical care on multiple plague-wracked worlds, always working under the Hippocratic oath. [PAWN_pronoun] improved conditions for those under quarantine while administering complex medical treatments and developing medicines.

[PAWN_pronoun] never had time to enjoy a normal life outside of work.",Intellectual+4	Social-2	Medicine+8	
network engineer,NetworkEngineer34,"[PAWN_nameDef] spent all [PAWN_possessive] time working on computer networking systems.

[PAWN_pronoun] lived without a care in the world - other than uptime and dropped packets.",Construction+4	Intellectual+4	Shooting+4	Crafting+4	
imperial general,ImperialGeneral27,"[PAWN_nameDef]'s thirst for power defined [PAWN_objective]. [PAWN_pronoun] quickly rose through the military ranks and soon attained the rank of general.

[PAWN_pronoun] was given the most challenging task - conquering distant and unexplored rimworlds. Victory here could even position [PAWN_objective] as a successor to the emperor.",Construction-2	Intellectual+4	Mining-3	Shooting+4	Melee+4	Social+5	Medicine+2	
caravaneer,Caravaneer53,"[PAWN_nameDef] was the leader of a caravan. [PAWN_pronoun] was responsible for the safety of [PAWN_possessive] caravan and was the head negotiator in countless trade deals.

[PAWN_pronoun] and [PAWN_possessive] people prospered, but their wealth made them a target for brigands. They often had to take up arms to fend off bandits and highwaymen.",Shooting+4	Social+7	
